,English,Spanish
6171,"On average, to manage $US 10 million of aid there are 2.9 staff at the Commission, compared with 4.3 at the World Bank and between 4 and 9 in major Member States.","Por término medio, para la gestión de diez millones de dólares de ayuda hay 2,9 personas en la Comisión, en comparación con 4,3 en el Banco Mundial y entre cuatro y nueve en los principales Estados miembros."
6172,The ÖVP played no small part in helping Austria find its way into the European Union.,Austria ha encontrado su camino a la Unión Europea no en último lugar gracias al ÖVP.
6173,"Let me point out, in passing, that the Commission President, Mr Prodi, is also a Council member, and he has every intention of making use of this position and this role, alongside the Heads of State and Government, particularly during the final period.","Por lo demás, he de observar, de pasada, que el Presidente de la Comisión, Sr. Prodi, forma parte del Consejo y tiene sin duda la intención de utilizar este puesto y este papel, junto a los Jefes de Estado o de Gobierno, en particular en el período final."
6174,We consider the competition policy to be responsible for all this and are totally opposed to it.,"Nosotros consideramos también responsable de todo esto a la política de competencia que se ejerce, y expresamos nuestro completo rechazo a esa política."
6175,"When we adopt the Minutes for today' s sitting tomorrow, then any Members who think the positions have not been explained clearly enough may ask for amendments.","Cuando mañana se trate la aprobación del Acta de la sesión de hoy, si Sus Señorías estiman que las posiciones no se han explicado lo bastante bien, podrán pedir modificaciones."
6176,"If it is higher than at the previous elections, it will mean that we have successfully met our challenge.","Si será más elevada que la anterior, significará que habremos hecho frente a nuestro reto."
6177,The integration of the maritime border into strand A would finally allow the western periphery to be recognised as a unique and important economic area which is confronted by the 'continentalisation' of the European Union.,"La inserción de la frontera marítima en el apartado A permitiría por fin reconocer en la periferia occidental una zona económica única e importante frente a la ""continentalización"" de la unión Europea."
6178,"The rapporteur' s Amendments Nos 6 and 7, therefore, deserve our support.","Por eso, las enmiendas 6 y 7 del ponente merecen nuestro apoyo."
6179,We German Christian Democrats used another strategy in the battle against extremists and clearly disassociated ourselves from them.,"Nosotros, los democratacristianos, empleamos otra estrategia en la lucha contra los extremistas y nos hemos desmarcado de ellos de manera inequívoca."
6180,"The current state of play - and we would do well to remind ourselves of this again - is that there are in fact judgements from the European Court of Justice relating to employees, I refer in particular to those relating to the Rush Portuguesa case and that of van der Elst. These have, in fact, clarified that the freedom to provide services must allow for third-country nationals to be taken on as employees of cross-border services and this without having to obtain work permits.","La situación actual, y esto hay que imaginárselo vívidamente, es tal que en el campo de los trabajadores hay sentencias del Tribunal Europeo de Justicia, en especial, la sentencia en el asunto Rush Portuguesa y van del Elst, que han indicado que la libertad de prestación de servicios tiene que permitir emplear ciudadanos de terceros países para realizar servicios transfronterizos además sin necesidad de obtener permisos de trabajo."
6181,So who is this then?,¿Y quién las lleva?
6182,The extent of their importance can be seen in the political implications of the delay in resolving the outstanding Anglo/French dispute over British beef which has caused such anger in my country and such frustration with the workings of the Union' s disputes resolution procedures.,El alcance de su importancia queda patente en las repercusiones políticas del retraso en la resolución de la disputa pendiente anglo-francesa sobre la carne de vacuno británica que ha ocasionado tanto malestar en mi país y tanta frustración con respecto al funcionamiento de los procedimientos de resolución de conflictos de la Unión.
6183,"Speaking in this House on 21 July President-designate Prodi undertook to take full account of the second report of the Committee of Independent Experts on Commission reform, which contains 90 detailed recommendations and which we are debating today.","Cuando el Presidente Prodi se dirigió a esta Asamblea el 21 de julio se comprometió a tener en cuenta en toda su extensión el segundo informe del Comité de Expertos Independientes sobre la reforma de la Comisión, el cual contiene 90 recomendaciones detalladas y estamos debatiendo hoy aquí."
6184,For this Union of ours is not a grouping of neighbouring nation states who are simply coming to mutual arrangements to improve their collective circumstances.,Pues nuestra Unión no es la yuxtaposición de Estados-nación que hacen acuerdos entre ellos para mejorar su suerte.
6185,"After nearly 10 years, Greece continues to prevent this country being called by its own name, and I hope the interpreters have not used the term FYROM when I have been saying Macedonia.",Es totalmente absurdo.
6186,There are a number of things that undermine consumer confidence - lack of information is one.,Hay varias cosas que socavan la confianza de los consumidores: una de ellas es la falta de información.
6187,"However, it goes without saying that the Commission adheres to the principle of regular political dialogue with the European Parliament on all aspects of administrative reform.","Sin embargo, huelga decir que la Comisión se adhiere al principio de mantener un diálogo político regular con el Parlamento Europeo sobre todos los aspectos de la reforma administrativa."
6188,Agreement on comitology,Acuerdo sobre la comitología
6189,The things that have given us cause for criticism are not so serious as to stop us wanting to help the people there.,Optamos por esta recomendación para que dichos recursos realmente puedan redundar en beneficio de las personas afectadas.
6190,"Cyprus should be one sovereign state, with a single international personality and single citizenship and this state should be demilitarised.","La soberanía, la personalidad internacional y la ciudadanía deben ser únicas y dicho Estado debe estar desmilitarizado."
6191,"Domestic and foreign investment will grow and more know-how and technology will be transferred, all of which will boost the ACP countries' competitiveness and ease their gradual integration into the world economy.","Las inversiones nacionales y extranjeras aumentarán y se transferirán más conocimientos técnicos y tecnologías, todo lo cual fomentará la competitividad de los países ACP y facilitará su integración gradual en la economía mundial."
6192,It seems contradictory.,Parece contradictorio.
6193,The same cannot be said of the first proposal.,No ocurre lo mismo con la primera propuesta.
6194,We now require an in-depth analysis of why regional policy is not producing the desired result in all areas.,Ahora necesitamos un análisis profundo de las razones por las que la política regional no alcanza los resultados deseados en todas las regiones.
6195,Do not listen to the report' s demands that temporary staff should have their employment confirmed.,¡No escuche la exigencia del informe de convertir en fijos a los empleados temporales!
6196,The other point which I must highlight and on which we have also worked extensively is the use of video conferencing with regard to accused persons.,"El otro punto que quisiera resaltar -que también ha sido objeto de mucho trabajo- es el de la utilización de videoconferencias en el caso de investigados, imputados, autores o procesados."
6197,"This issue can no longer be ignored by Parliament, the Council or the Commission.","El Parlamento, el Consejo y la Comisión no pueden seguir ignorando este asunto."
6198,"The Agenda 2000 issues are, of course, ones that relate to your third and fourth strategic objectives, the economic and social Agenda and a better quality of life.","Por supuesto, los temas de la Agenda 2000 son temas que se mencionan en su tercer y cuarto objetivo estratégico, la agenda económica y social y la mejor calidad de vida."
6199,Transfers are defined as the transfer of surface water between different territorial areas.,"En cuanto a los trasvases, estos se definen como las transferencias de agua superficiales entre los distintos ámbitos territoriales."
6200,The EU must not do him an invaluable PR service.,"La UE no debe prestarle ningún servicio de relaciones públicas, que tienen un valor impagable."
6201,The first legal challenge followed the start of work on the port of development in early autumn 1999 without the compensatory habitat improvements being in place.,"El primer desafío legal se produjo cuando comenzaron las obras de desarrollo del puerto a comienzos de otoño de 1999, sin que se hubieran realizado las mejoras compensatorias del hábitat."
6202,"The Treaties provide for the European Union to help developing countries to develop but, as the previous speakers have explained so well, there are various distortions to these declarations.","Efectivamente, los Tratados prevén que la Unión ayude en su desarrollo a los países que se encuentran en vías de desarrollo, pero como ya lo han dicho muy bien los demás diputados, existen múltiples distorsiones a estas declaraciones."
6203,Adjournment of the session,Interrupción del periodo de sesiones
6204,"It naturally has to support these negotiations, sponsored by the United States; contacts have to be increased; the presence of the European Union envoy, Ambassador Moratinos, who has fulfilled his mission with great diligence and efficiency, within the powers of the European Union, is positive.","Tiene que apoyar, lógicamente, estas negociaciones, auspiciadas por los Estados Unidos; tiene que multiplicar los contactos; es positiva la presencia del enviado de la Unión Europea, el Embajador Moratinos, que ha desempeñado su misión -dentro de los poderes que tiene la Unión Europea- ciertamente con gran diligencia y eficacia."
6205,"In more direct terms, to the extent that this measure could be deemed an indirect restriction on capital streams, this would contravene the Treaty of Rome.","Es más, en la medida en que estas medidas pueden considerarse como un modo indirecto de limitar los flujos de capital, contravendrían el Tratado de Roma."
6206,"Madam President, Commissioner, the problem does not lie in the ideology of the debate but in its political nature.","Señora Presidenta, señor Comisario, pienso que el problema no es ideologizar el debate, sino hacer política."
6207,"Of course, I am in favour of providing assistance where we can.","Yo apoyo, como es natural, que prestemos ayuda en la medida de lo posible."
6208,"This governance therefore needs to be a sensitive governance so that we can actually work together and understand that each of the institutions in the European Union, has its relevant role to play.","Esta gobernación, por consiguiente, debe ser una gobernación sensata que nos permita trabajar juntos y comprender que cada una de las instituciones de la Unión Europea tiene un papel relevante que desempeñar."
6209,"There is a danger of Amendments Nos 31 and 41 reducing the chances of recycling plastic, tyres and glass.","Especialmente las enmiendas 31 y 41 amenazan las posibilidades de reciclar plásticos, neumáticos y vidrio."
6210,I should like to say that I agree with the tone which Galeote Quecedo' s speech set here.,Quiero manifestar que me adhiero al tono impuesto por Galeote Quecedo.
6211,"This report, therefore, appears at a crucial time, on the eve of Mr Kinnock' s reforms.",Este informe se examina en un momento crucial: la víspera de las reformas del Sr. Kinnock.
6212,On the face of it these two proposals appear to be implementing certain procedural changes to facilitate freedom of movement across Europe and to give effect to the recent court cases Mrs Berger referred to in her opening remarks.,"Aparentemente, estas dos propuestas parecen querer aplicar determinadas modificaciones de procedimiento para facilitar la libre circulación en Europa y hacer efectivos los recientes casos judiciales a los que se refería la Sra. Berger en sus observaciones de introducción."
6213,"This morning, in the lengthy debate which I attended with Mr Prodi, many of you mentioned the lack of democracy and remoteness of the European institutions.","Esta mañana, en el largo debate al que he asistido junto al Presidente Prodi, muchos de sus Señorías han mencionado el déficit democrático, el alejamiento de las instituciones europeas."
6214,"Thirdly, we must not, in turn, allow the position taken by the Helsinki European Council to temper our efforts to resolve the Cypriot question before Cyprus joins the Union.","En tercer y último lugar, esa posición del Consejo Europeo de Helsinki no puede, a su vez, incitarnos a moderar nuestros esfuerzos para resolver el problema chipriota antes de la entrada de ese país en la Unión."
6215,In my view the next five years will decide the future of thousands of marginal family farms.,"En mi opinión, los próximos cinco años serán decisivos para el futuro de miles de explotaciones familiares poco rentables."
6216,"The Commission is allocating 67 million pounds towards the INTERREG III programme, which will be spent on continuing the development of cross-border economic projects between the Republic of Ireland and Northern Ireland.","La Comisión ha destinado 67 millones de libras al programa INTERREG III, que servirán para continuar con el desarrollo de proyectos económicos fronterizos entre la República de Irlanda e Irlanda del Norte."
6217,"I shall conclude with one aspect of the use of state aid which I feel is particularly dangerous: the matter of aid resulting in businesses relocating from one Member State to another, with the risk of subsidy hunting which makes no contribution to the shared objectives of the EU.","Terminaré con un aspecto de la utilización de las ayudas estatales que me parece especialmente peligroso: se trata de las ayudas que desembocan en la deslocalización de empresas desde un Estado miembro hacia otro, que encierra el riesgo de una caza de subvenciones que nada aporta a los objetivos comunes de la UE."
6218,The European regional policy also reinforces the centralism of Brussels with which the regional authorities are invited to negotiate directly on the use of the Structural Funds.,"La política regional europea refuerza también el centralismo bruselense, con el cual los poderes regionales están invitados a negociar directamente la utilización de los Fondos Estructurales."
6219,"All over the world, Europe' s actions must be guided by a deep respect for the principles of freedom and respect for the rights of individuals and minorities.","En todas las partes del mundo la acción de Europa debe guiarse por el gran respeto de los principios de libertad, por el respeto de los derechos de la persona y de los derechos de las minorías."
6220,The next item is the verification of the final version of the draft agenda as drawn up by the Conference of Presidents at its meeting of 13 January pursuant to Rule 110 of the Rules of Procedure.,"De conformidad con el orden del día, se procede a examinar el proyecto definitivo de orden del día, establecido de conformidad con el artículo 110 del Reglamento en la Conferencia de Presidentes, el jueves 13 de enero."
6221,"It was also stipulated that this would be revised in the light of new scientific information on preserving species, of which we hope to see examples in the first six months of this year.",También quedó prevista su revisión en función de las nuevas informaciones de carácter científico respecto de la preservación de las especies de algunos de cuyos elementos se espera poder disponer en el primer semestre de este año.
6222,Tens of thousands of people are on the run.,Decenas de miles de personas han huido.
6223,"At present, we trust that the Commission will produce these sound proposals, but it is not a foregone conclusion that it will do so.","Confiamos ahora en que la Comisión presente esas buenas propuestas, pero esto no es automático."
6224,"There are, at the very least, rumours that Serbian militias are up to their old tricks again.",Corre el rumor de que las milicias serbias siguen activas.
6225,The European Council in Helsinki itself approved enlargement involving 13 new Member States.,El mismo Consejo Europeo de Helsinki aprobó una ampliación a 13 nuevos Estados miembros.
6226,"The Finnish Presidency only listened to minimalist governments and, unfortunately, turned a deaf ear to this Parliament.","La Presidencia finlandesa sólo hizo caso a los Gobiernos minimalistas y, lamentablemente, se mostró completamente sorda hacia este Parlamento."
6227,"Our objective of minimising contradictions between development and cooperation policy and other policies has to be a valid objective, not merely within the European Union, but also at world level, given the increasing globalisation of the economy.","Ese nuevo objetivo de reducir al mínimo las contradicciones entre la política de cooperación y desarrollo y las demás políticas debe ser un objetivo válido no sólo dentro de la Unión Europea, sino también en el nivel mundial, dada la globalización en aumento de la economía."
6228,"And, on this subject, Commissioner, you did not mention how the Commission intends to contribute to the restoration of the natural environment and the natural habitats.","Y, en este sentido, señora Comisaria, no ha dicho nada sobre cómo se propone la Comisión contribuir a la restauración de la naturaleza y del medio natural."
6229,"But it is precisely here that we find the real rationale behind the mantra concerning security, freedom and justice.","Sin embargo, es precisamente aquí donde vemos lo verdaderamente lógico del mantra sobre la seguridad, la libertad y la justicia."
6230,This system appears to us to be unsuitable in practical terms.,Este sistema nos parece prácticamente inviable.
6231,But that has not dismissed us from the task of drawing up an extensive and complicated directive which will require great care in its implementation from the executive bodies.,Pero a pesar de todo no hemos podido evitar que la directiva sea extensa y complicada. Esto requiere que los organismos encargados de su aplicación tengan mucho cuidado al aplicarla.
6232,"It is, after all, they who have most knowledge about the regions which fall under their remit.","Al fin y al cabo, son ellas las que tienen más conocimiento de las regiones que están bajo su responsabilidad."
6233,"Mr Berend, you expressed a wish that zoning should be implemented quickly.",El Sr. Berend expresó su deseo de que la división en zonas se realizara rápidamente.
6234,"Mr President, my reason for wanting to contribute to this debate is because the URBAN initiative, in Ireland in particular, has been quite successful and I am keen that the European Union make a further contribution in that area.","Señor Presidente, deseo intervenir en este debate porque la iniciativa URBAN ha tenido mucho éxito, sobre todo en Irlanda, y me satisface que la Unión Europea siga contribuyendo en ese ámbito."
6235,"Hopefully, the stands Parliament has taken will help, however, in the mid-term appraisal of the programmes and in their practical implementation.","De todos modos, es de esperar que las conclusiones del Parlamento sirvan de ayuda a la hora de revisar los programas a la mitad del período y en la ejecución práctica de los mismos."
6236,"Well, he was wrong, and I pay tribute to Philip Lowe and his team who have worked so successfully behind the scenes to conclude a new Convention in very difficult circumstances.","Bueno, está claro que se equivocó, y me gustaría rendir un homenaje a Philip Lowe y a su equipo por haber realizado entre bastidores una labor tan fructífera que ha permitido la firma de un nuevo Convenio en circunstancias muy difíciles."
6237,The ecologically sustainable transfer of water must not be restricted by Union acts.,Los trasvases que sean ecológicamente sostenibles no deben ser limitados por las normas comunitarias.
6238,"We have therefore always argued for a progressive system of recuperation of costs. This system should take good account of social, environmental and economic effects, and its implementation should be modulated in accordance with differing geographical and climatic conditions.","Por eso, siempre hemos defendido un sistema progresivo de recuperación de los costes, un sistema que tenga muy presentes los efectos sociales, ambientales y económicos, y cuya aplicación sea modulada en virtud de las distintas condiciones geográficas y climáticas."
6239,"If Parliament want to carry out proper inspections, these documents must be available, and I would like to know what the Commission intends to do to improve this situation.","Si el Parlamento quiere realizar un buen control, estos documentos deben estar disponibles y quisiera saber qué piensa hacer la Comisión para introducir mejoras en este ámbito."
6240,"Madam President, although I too have spent most of my life in fast cars, I agree with my colleague, Mr Florenz, that the directive on scrapping cars must make it clear that vintage cars are not included.","Señora Presidenta, aunque he pasado la mayor parte de mi vida conduciendo vehículos rápidos de competición, estoy de acuerdo con mi colega, el Sr. Florenz, en que la directiva sobre vehículos al final de su vida útil debe excluir claramente de su ámbito de acción a los vehículos de museo."
6241,"Mrs Schleicher referred to a kind of committee magic, something we have long talked about.","La Sra. Schleicher ha hecho referencia a esta especie de magia, de la que siempre hemos hablado, de los comités."
6242,"Furthermore, it will be evident that this is a matter that does not only affect Turkey, in view of that country' s proximity to the existing territory of the European Union. It also affects other states neighbouring the EU with which we maintain relations.","Por lo demás, como se comprenderá, es una cuestión que no se refiere sólo a Turquía en cuanto a su proximidad al territorio actual de la Unión Europea, sino también a otros Estados con los cuales tenemos una relación en el marco de nuestra propia cercanía."
6243,The Commission is now turning to the programming of 2000 funds.,La Comisión estudia actualmente la programación de los fondos para el año 2000.
6244,"Mr Crowley, with regard to the presidency' s scope for supporting actions by non-governmental organisations, particularly those which attempt to resolve the problems faced by the homeless, I would like to say that such initiatives are welcome, and we are very much open to the possibility of supporting them.","Señoría, respecto de la posibilidad que la Presidencia tiene en el sentido de apoyar acciones de las organizaciones no gubernamentales, muy en particular en el caso concreto de la lucha destinada a resolver los problemas de las personas sin hogar, quiero decirle que ese tipo de iniciativas son dignas de beneplácito y por nuestra parte existe la mejor disposición para considerar la posibilidad de apoyarlas."
6245,Everyone is free to hold such views.,Todas las personas son libres de adoptar esas posiciones.
6246,Both parties were once part of the government.,Ambos partidos participaron ya en una ocasión en el Gobierno.
6247,"Because our states, with the blessing of the Community, did not deem it useful to have its own commercial fleet and allowed meticulous shipbuilding know-how to disappear, we no longer have access to the clear traceability of vessels and we can see veritable coffin ships navigating our waters under flags of convenience, drifting according to the short-term interests of the multinationals.","Porque nuestros Estados, con la bendición de la Comunidad, no han considerado oportuno seguir teniendo su propia flota mercante y han dejado desaparecer una pericia rigurosa en materia de construcción naval, ya no disponemos de una rastreabilidad clara de los buques y vemos auténticos barcos-basura surcar nuestras aguas con pabellón de conveniencia, a merced de los intereses a corto plazo de las compañías multinacionales."
6248,"The directive affords a European framework, also to Member States who already have systems in place and who wish to continue to use these.","La directiva proporciona un marco europeo, también para los países que ya tienen en marcha un sistema y que quieren seguir trabajando con ese sistema."
6249,"Lastly, the Commission has, in the recent past, had trouble managing the funds for development and humanitarian aid transparently, as Mrs Maes has just reminded us so opportunely.","Por último, la Comisión demostró, recientemente, como muy oportunamente acaba de recordar la Sra. Maes, las dificultades que experimenta para administrar de manera transparente los fondos que dedica a sus programas de desarrollo y de ayuda humanitaria."
6250,I am simply asking the Commission to come and inform the Committee on Budgets before implementing the second tranche.,"Pido simplemente a la Comisión, antes de ejecutar el segundo tramo, que venga a informar a la Comisión de Presupuestos."
6251,"Not only has he admired Adolf Hitler, praised the Waffen SS, and refused to condemn a terrorist bombing that killed four Roma, but also in Carinthia has been a member of the regional government.","No solo ha admirado a Adolf Hitler, alabado a las SS, sino que también ha sido miembro del gobierno regional de Carintia."
6252,That would be another way of spurring the reform process on.,Ésta es otra sugerencia para un proceso de reforma más profundo.
6253,"Well, today, the same Minister of European Affairs who drew up the Treaty of Amsterdam, who has, in the meantime, become a European Commissioner, Mr Barnier, proposes to decide, at the forthcoming IGC, that the Council will operate in these areas by majority decision.","No obstante, hoy, el propio Ministro de Asuntos Europeos que preparó el Tratado de Amsterdam y que al cabo de los años se ha convertido en comisario europeo, el Sr. Barnier, propone que en la próxima Conferencia Intergubernamental se decida que el Consejo trate estas materias por mayoría."
6254,We had floods in Ireland also and I want to express my sympathy with the people in Ireland who suffered from these.,"También hemos tenido inundaciones en Irlanda, por lo que quiero expresar mi solidaridad con las personas de Irlanda que las han padecido."
6255,"It is a fact that the road has been a long one, mainly because of the legal problem that arose in connection with the extent to which the Community could be considered to have absolute competence in matters of intellectual property.","El camino ha sido muy largo, especialmente por el problema jurídico que sobrevino por la medida en que podía considerarse que la Comunidad tenía competencias plenas en los temas de la propiedad intelectual."
6256,That is already secured by means of the various national legal systems.,Esto ya sucede mediante los sistemas jurídicos nacionales.
6257,"From the point of view of the Macedonian majority, the Albanian minority behaved loyally towards the common state during the international explosion of the Kosovo conflict.","En opinión de los primeros, los segundos se comportaron lealmente hacia el estado común durante la explosión internacional del conflicto en Kosovo."
6258,It would weaken a key element of European policy.,Supone debilitar un elemento central de la política europea.
6259,"While this represented significant progress at the time, the lack of specific terms governing the harmonisation of examination requirements proved to be a problem.","Aunque en aquella época la medida constituyó un progreso, la falta de disposiciones específicas relativas a la armonización de las condiciones del examen resultó ser un problema."
6260,Mr Purvis has the floor for a procedural motion.,Tiene la palabra el Sr. Purvis para una cuestión de orden.
6261,It is clear that is not acceptable.,Es evidente que esto es inaceptable.
6262,I feel an amendment of this type is essential to prevent the sort of administrative unwieldiness which too often acts as a brake on the proper application of new conditions.,Esta modificación me parece indispensable para evitar la lentitud administrativa que demasiado a menudo frena la buena aplicación de nuevas disposiciones.
6263,I welcome the fact that grant aid of 40% and a top-up of 15% for SMEs for fixed investment will be permitted for companies setting up in Objective 1 regions in Europe post-2000.,Acojo con beneplácito el hecho de que a partir del año 2000 vaya a permitirse la concesión de una ayuda en forma de subvención del 40% y un suplemento del 15% para inversiones fijas de las PYME a las empresas que se instalen en regiones del Objetivo 1 en Europa.
6264,"This second option has won the day and I am pleased about this. However, in the future I hope that the coordination between these two institutions and the Council can be improved so that our work is more understandable and more productive.","Ha prevalecido esta segunda opción y yo me felicito, pero espero que, en el futuro, la coordinación entre las dos instituciones y el Consejo sea más estrecha para que nuestro trabajo sea más comprensible, más fructífero y más productivo."
6265,This is the new element that we must help to bring to the Balkans.,Éste es el nuevo elemento que debemos ayudar a llevar a los Balcanes.
6266,"The first problem is that concerning the downward adjustment of social security, which, we hope, will be replaced by high-level convergence.","El primero es que estamos presenciando adaptaciones de la seguridad social en sentido decreciente, cuando esperábamos que hubiera convergencia al mismo nivel."
6267,The highest level of stability and even improvement of social security can be found in the southern countries.,La mayor estabilidad e incluso una mejora de la seguridad social las encontramos en los países del sur.
6268,Many speakers have cited examples of the extent to which the various policies are not coherent.,Muchos colegas han expuesto ejemplos de hasta qué punto las diversas políticas no son coherentes.
6269,"Secondly, we have the issue of companies' legal certainty.","En segundo lugar, está la cuestión de la seguridad jurídica de las empresas."
6270,"My question to the President-in-Office is twofold. Firstly, is the Council fully aware of and concerned about the fate of these prisoners?","Mi pregunta al Presidente en ejercicio es doble: en primer lugar, ¿está el Consejo totalmente al corriente de la existencia de esos presos y preocupado por su destino?"
6271,"Mr President, I should like make a comment in connection with a meeting held last night by various Members of Parliament from all groups.","Señor Presidente, deseo hacer una observación referente a una reunión que tuvo lugar ayer por la noche entre varios diputados de este Parlamento, sin distinción de grupos."
6272,We European Socialists are in favour of a market economy with a social purpose.,"Nosotros, los socialistas europeos, estamos a favor de una economía de mercado con fines sociales."
6273,"Why do we have to vote on this opinion tomorrow, 3 February, as a matter of urgency, when we could wait, in a position of strength, until the opening of the Strasbourg part-session on 14 February, and thus force an agenda that is complete, and therefore consistent, on the Council.","¿Por qué hemos de votar ese dictamen conforme mañana, 3 de febrero, con urgencia, cuando podíamos esperar, en posición de fuerza, a la apertura del período de sesiones de Estrasburgo, el 14 de febrero, e imponer así al Consejo un orden del día por fin completo y, por tanto, coherente?"
6274,Human rights is such an important issue within the ACP-EU Assembly that Joint Vice-Presidents have been appointed with special responsibilities for monitoring human rights closely and reporting to the Assembly.,El tema de los derechos humanos es tan importante para la Asamblea Paritaria ACP-UE que a los vicepresidentes paritarios se les ha confiado la especial responsabilidad de controlar muy de cerca la situación de los derechos humanos e informar al respecto a la Asamblea.
6275,It is a fact that these substances are now being discovered. There are increased concentrations of them in both people and the environment.,Se han descubierto estas sustancias; ahora hay una gran concentración de ellas en las personas y en el medio ambiente.
6276,Other directives will follow and I believe that the Committee on Agriculture is well placed to deal with them.,Se van a presentar otras propuestas de directiva y yo creo que la Comisión de Agricultura es un buen lugar para examinarlas.
6277,"We might well wonder why 76% of Belgian citizens have no faith in the justice system in their country or why 56% of French citizens have no confidence in their country' s system of justice, and 53% of Italian citizens have absolutely no confidence in Italian justice...","Podríamos, en verdad, preguntarnos, Señorías, por qué el 76% de los ciudadanos belgas no tienen la menor confianza en la justicia de su país, el 56% de los ciudadanos franceses no tienen la menor confianza en la justicia de su país, el 53% de los ciudadanos italianos no tienen la menor confianza en su justicia..."
6278,"I would like to thank the rapporteur, Mr von Wogau, for his commitment and I welcome his thoughts.","Agradezco al ponente, Sr. Karl von Wogau, el esfuerzo realizado y aprecio sus reflexiones."
6279,Some workers have complained to the European Commission because they do not have the right to retire.,Hay trabajadores que se han quejado a la Comisión Europea porque no tiene derecho a la jubilación.
6280,The international community has asked for justification for what is happening in Cambodia.,La comunidad internacional ha pedido explicaciones por lo que está ocurriendo en Camboya.
6281,"After all, who protects these deeply corrupt regimes, if not the governments of the rich countries?","¿Pero quién protege esos regímenes que favorecen la corrupción, a no ser los gobiernos de los países ricos?"
6282,"For example, to accept new roads is to accept new pollution within the European Union. This goes totally against the policies which we are proposing to fight greenhouse gas emissions, for example.","Por ejemplo, aceptar nuevas carreteras es aceptar nuevos ruidos ambientales en el seno de la Unión Europea y eso va totalmente en contra de las políticas que proponemos en materia de lucha contra las emisiones de efecto invernadero, por ejemplo."
6283,"I should like to reply very briefly to the question raised by the honourable Member, since this matter is now under active consideration by the Commission.","Quisiera responder muy brevemente a la pregunta de su Señoría, ya que la Comisión está estudiando este asunto en estos momentos."
6284,We all know that water is a commodity without which mankind cannot live and that it is imperative that its quality should be preserved.,Todos sabemos que el agua es un bien esencial para la Humanidad y que es urgente defender su calidad.
6285,"In other words, to put it simply, Denmark has a choice: it can either introduce legislation or it can use the legislative process to choose a collective agreement and legally activate it.","O sea, dicho de forma más sencilla, Dinamarca tiene dos opciones: o legislar, o, por vía en cualquier caso legislativa, elegir un convenio colectivo y activarlo jurídicamente."
6286,"I am glad to see that this was accepted into the report, but I cannot agree with Amendment No 9 because that amendment really is not expressed in simple language at all.","Me agrada comprobar que esto se admite en el informe, pero no puedo estar de acuerdo con la enmienda 9 ya que no se ha formulado con sencillez."
6287,"These smaller companies either dispose of their cargo or mix it with other cargo, which causes problems.","Entonces, o rechazarán estas mercancías o las mezclarán con otras y eso causará algunos problemas."
6288,"We believe that justice should be done in this case, but this is not the most appropriate procedure.",Nosotros estamos a favor de que se haga justicia en este caso pero no creemos que éste sea el procedimiento más indicado.
6289,As described this afternoon it will go a long way towards drowning out some of the unpleasant tunes we heard during the European election and over the last few months.,"Como se ha señalado esta tarde, llevará largo tiempo ahogar algunas de las melodías desagradables que escuchamos durante las elecciones europeas y en los últimos meses."
6290,I wish to stress how important it is for us to remain free of disease.,Quiero destacar la gran importancia que tiene para nosotros la no existencia de esas enfermedades.
6291,"The comments contained within, under eight headings, are an integral part of the discharge, the implementation of which forms the basis of our decision.","Las condiciones allí contenidas, redactadas bajo ocho epígrafes son parte integrante de la aprobación, condiciones de cuyo cumplimiento parte nuestro acuerdo."
6292,I sense some degree of frustration in many of the contributions to this debate.,(EN) En muchas de las contribuciones a este debate me parece percibir cierto grado de frustración.
6293,The forthcoming enlargement of the Union is used as an argument for this.,Se da como argumento para esto la futura ampliación de la Unión.
6294,The vote will take place tomorrow at 11.00 a.m.,La votación tendrá lugar mañana a las 11.00 horas.
6295,"If we are to ensure that we defeat the fear-mongers amongst us - those seeking power on the backs of anxious citizens - then we must seriously address the question of how we can live together and how we can dismantle the negative stereotypes that we have of each other, both within the present European Union and among those who seek to join us and, indeed, among those in other parts of Europe and the world who want to come and live and work in Europe.","Si queremos garantizar la derrota de los que siembran el temor entre nosotros -aquellos que buscan el poder a costa de los ciudadanos aprensivos-, debemos ocuparnos seriamente de la cuestión de cómo podemos convivir y cómo podemos desmantelar los estereotipos negativos que tenemos unos de otros, tanto dentro de la actual Unión Europea, como entre aquellos que quieren unirse a nosotros y, también, entre aquellos de otras partes de Europa y del mundo que quieren venir a vivir y trabajar en Europa."
6296,"Finally, we urge the European Parliament, both sides of industry and social NGOs to be closely involved in this process.","Como punto final, insistimos en que el Parlamento Europeo, los interlocutores sociales y las ONG sociales puedan participar activamente en este proceso."
6297,"This being the case, let me now come to the proposals made in the report.",Paso a continuación a la propuesta contenida en el informe.
6298,"I am delighted that it is being discussed in Parliament, but I also note the compromises and the omissions in it.",Me congratulo de que se debata en el Parlamento y tomo nota de los compromisos y también de las omisiones.
6299,"The opinion on the copyright directive at first reading was very distorted, and, furthermore, the balance is moving in a harmful direction from the point of view of Europeans.","El dictamen aprobado en primera lectura de la directiva sobre los derechos de autor se vio muy distorsionado, y el equilibrio, a su vez, se está modificando en una dirección perniciosa para Europa."
