,English,German
4775,Subsidies are not enough to ensure development when infrastructure and public services are lacking.,"Subventionen reichen für eine Entwicklung nicht aus, wenn Infrastrukturen oder öffentliche Dienstleistungen fehlen."
4776,The funny thing about the Andersson report is that it does not get bogged down with too many details of how everything should take shape; from this perspective it is not a pie-in-the-sky report.,"Erstaunlicherweise geht der Bericht Andersson nicht allzusehr auf solche Details ein, wie nun alles aussehen soll; unter diesem Gesichtspunkt baut er keine Luftschlösser."
4777,"Secondly, the new ""in"" word is flexibility.","Zweitens, das neue Modewort heißt Flexibilität."
4778,What concrete measures have been discussed?,Welche konkreten Maßnahmen wurden erörtert?
4779,"Next, we have flags of convenience.",Sodann die Billigflaggen.
4780,"Mr President, Commissioner, the aim of developing a coordinated strategy for modernising social protection in the European Union is certainly an admirable one.","Herr Präsident, Frau Kommissarin, verehrte Kolleginnen und Kollegen!"
4781,"The low level of releases of Palestinian prisoners and the fact that the Israeli Government appears to intend halting implementation of building permits already granted, as well as not approving new ones, pose further obstacles.","Die Tatsache, daß nur wenige palästinensische Häftlinge freigelassen wurden und die israelische Regierung offensichtlich zögert, die Umsetzung bereits erteilter Baugenehmigungen zu stoppen und die Ausstellung neuer Genehmigungen zu verweigern, schafft weitere Hindernisse."
4782,This plan is designed to increase its energy potential by 2%.,Mit diesem Vorhaben will sie ihr Energiepotential um 2 % steigern.
4783,"The financial controller is no longer to make advance checks, if all goes to plan as regards the reforms currently under discussion within the Commission.","Der Finanzkontrolleur soll vorab nicht mehr prüfen, jedenfalls wenn es nach den Reformplänen geht, wie sie jetzt in der Kommission diskutiert werden."
4784,"On average, to manage $US 10 million of aid there are 2.9 staff at the Commission, compared with 4.3 at the World Bank and between 4 and 9 in major Member States.","Im Durchschnitt verwalten 2,9 Mitarbeiter der Kommission 10 Millionen US-Dollar an Hilfe, während in der Weltbank für dieselbe Summe 4,3 Mitarbeiter zuständig sind, und in den großen Mitgliedstaaten zwischen 4 und 9 Mitarbeiter zur Verfügung stehen."
4785,There is much to be praised in the approach to the problem suggested by the rapporteur.,Viele Punkte in dem von der Berichterstatterin vorgeschlagenen Konzept sind begrüßenswert.
4786,"We should therefore do what is necessary to update the areas in which we can intervene, with renewed strength, to safeguard human rights. In that context I would mention the following: social rights, workers' rights, quality of work, the need to ensure respect, where necessary, for all the criteria laid down by the International Labour Organisation, the right to tolerance and to respect - a right to which all minorities are entitled, particularly within the European Union.","Deshalb müssen wir unser Betätigungsfeld im Rahmen dieser Bemühungen um den Schutz der Menschenrechte an die neuen Gegebenheiten anpassen: Ich denke dabei an die sozialen Rechte, an die Rechte der Arbeitnehmer, an die Qualität der Arbeit; an die Notwendigkeit, die Einhaltung sämtlicher von der ILO in gebotenem Maße festgelegter Kriterien zu fordern; ich denke an das Recht auf Toleranz, an das allen Minderheiten, insbesondere innerhalb der Europäischen Union, zustehende Recht, geachtet zu werden."
4787,Welcome,Begrüßung
4788,"Mr President, we have already had this discussion so many times in the past.","Herr Präsident, wir haben in der Vergangenheit diese Diskussion schon so oft geführt."
4789,"Furthermore, the centralised European system, as we can see it developing today and as we can foresee it by extrapolation, erodes nations and, in eroding nations, erodes the national patriotism which forms the basis of our will to defend ourselves.","Ferner werden in einem zentralisierten Europa, so wie es sich heute abzeichnet und wie es sich voraussichtlich weiterentwickeln wird, die Nationen ausgeschaltet; und ohne Nationen gibt es keinen nationalen Patriotismus, der das Kernstück unseres Verteidigungswillens ist."
4790,"In April 1999, Parliament again reiterated its position that the accession of Cyprus should benefit the whole island, and help towards a political solution, but that accession should not be dependent upon such a solution.","Noch im April 1999 hat das Parlament seinen Standpunkt bekräftigt, der besagt, daß der Beitritt Zyperns der gesamten Insel zugute kommen und eine politische Lösung erleichtern muß, daß er jedoch nicht von dieser Lösung abhängig gemacht werden darf."
4791,There may be a number of views on that.,Hier werden die Meinungen sicher auseinandergehen.
4792,Amendments Nos 6 and 21 are new; the Commission can approve these.,Die Änderungsanträge 6 und 21 sind neu und können von der Kommission akzeptiert werden.
4793,We have to reconcile those different approaches.,Wir müssen diese unterschiedlichen Ansätze verknüpfen.
4794,There are also those who argue that the Commission could effectively ignore the advice of the new authority.,"Bisweilen hört man auch das Argument, die Kommission könne den Rat der neuen Behörde dann ignorieren."
4795,"Secondly, the financial contributions.",Und zweitens bei der Finanzausstattung.
4796,Just as the launching of a European convergence strategy on employment and labour market policies at the Luxembourg Summit was commendable.,"Das Ziel, eine konzertierte Strategie für die Modernisierung des Sozialschutzes in der Europäischen Union zu entwickeln, ist sicherlich eine gute Sache, so wie es auch eine gute Sache war, auf dem Gipfel von Luxemburg die europäische Annäherungsstrategie im Bereich der Beschäftigung und der Arbeitsmarktpolitik auf den Weg zu bringen."
4797,Agreement on comitology,Vereinbarung über die Ausschußverfahren
4798,"We are concerned with public official actions and events, rather than any possible underlying motivation.",Uns beschäftigen offizielle Handlungen und Anlässe und nicht eventuell zugrundeliegende Motive.
4799,The Commission has no means of influence here.,Darauf kann die Kommission keinerlei Einfluß nehmen.
4800,This hope is contained in our motion for a resolution. We hope for a fair and balanced agreement based on respect for sovereignties and the right to live securely within safe and recognised borders.,"Genau dies ist der Inhalt unserer Entschließung: die Hoffnung auf ein gerechtes und ausgewogenes Abkommen, gegründet auf die Wahrung der Souveränität und des Rechts auf ein Leben in Sicherheit innerhalb sicherer und anerkannter Grenzen."
4801,"Faced with these social challenges, the effectiveness of the Structural Funds is still in doubt.",Gegenüber solchen sozialen Problemen bleibt die Wirksamkeit der Strukturfonds zweifelhaft.
4802,"As you know, there are 22 guidelines on which each country is evaluated.",Bekanntlich wird jedes Land anhand von 22 Leitlinien bewertet.
4803,"However, this does not blind us to the fact that the majority of resources - 50-80% - will be reserved for cross-border cooperation, for INTERREG IIIA. Therefore, we still think the decision to consolidate the current areas of cooperation in this strand, regarding the selection of eligible regions, is wrong and contradictory.","Dessen ungeachtet sind wir uns dessen bewußt, daß der größte Teil der Ressourcen - zwischen 50 und 80 % - der grenzüberschreitenden Zusammenarbeit, das heißt also der Ausrichtung A des Programms INTERREG III, vorbehalten sein wird; deshalb sind wir auch nach wie vor der Auffassung, daß die Entscheidung zur Festigung der gegenwärtigen Kooperationsräume in dieser Ausrichtung im Hinblick auf die Auswahl der förderfähigen Regionen falsch und inkonsequent ist."
4804,"More or less each of the 50 states in the US has two elected positions in the United States Senate, regardless of its population.",Mehr oder weniger jeder der 50 Bundesstaaten der USA kann unabhängig von der Bevölkerungszahl zwei Vertreter in den Senat wählen.
4805,A compromise has now also been reached on the issue of asylum seekers.,In der Frage der Asylbewerber ist nun ebenfalls ein Kompromiß erreicht.
4806,"I believe, Mr Kinnock, that notwithstanding all the success achieved on a personal level, the Commission still has quite a lot to do to satisfy our justifiably high expectations.","Ich glaube, Herr Kinnock, trotz allen persönlichen Erfolgs: Die Kommission muß noch einiges tun, um unsere berechtigten hohen Erwartungen zu erfüllen."
4807,"The Commission cannot, on the other hand, approve Amendment No 19, in which hazardous substances are defined differently than in OSPAR.","In Gegensatz dazu kann die Kommission dem Änderungsantrag 19 nicht zustimmen, dessen Definition von gefährlichen Stoffen von der in OSPAR abweicht."
4808,We are increasingly concerned in this House about public opinion.,In diesem Parlament spricht man mehr und mehr von öffentlicher Meinung.
4809,"Mr President, we - myself included - support the report by Mrs Lienemann, the targets it sets and the directive under discussion.","Herr Präsident, wir - und das gilt auch für mich ganz persönlich - unterstützen den Bericht von Frau Lienemann sowie die dort gesetzten Ziele und die zur Debatte stehende Richtlinie."
4810,"As you know, a high-level group has already been set up by the Portuguese Presidency, which will present its first report to the Summit Conference in June.","Bekanntlich wurde von der portugiesischen Präsidentschaft bereits eine hochrangige Arbeitsgruppe eingesetzt, die ihren ersten Bericht auf dem Gipfel im Juni vorlegen wird."
4811,"Commissioner Kinnock will, tomorrow, present his communication on reform.",Kommissionsmitglied Kinnock wird morgen seine Mitteilung zur Reform vorstellen.
4812,The towns concerned estimate that it will be spread over 40 years.,"Die betroffenen Gemeinden schätzen, daß es 40 Jahre sein könnten."
4813,"This question is very important and I would like to know - since this is a kind of 'baby fraud' - whether the Commissioner will see to it that these funds are not taken away from the Andalusians, so that the funds which the European Union are going to pay to Andalusia, based on the census, will take into account these 400 000 children which Aznar does not count when it comes to providing them with schools and services.","Die Frage ist von großer Wichtigkeit, und ich möchte wissen, da man von Babybetrug sprechen kann, ob der Herr Kommissar sich dafür einsetzen wird, damit diese Fonds den Andalusiern nicht vorenthalten werden, damit bei den Fonds, die die Europäische Union an Andalusien auf der Grundlage des Melderegisters zahlt, diese vierhunderttausend Kinder berücksichtigt werden, die Aznar nicht zählt, wenn es darum geht, ihnen Schulen und Dienstleistungen zur Verfügung zu stellen."
4814,Inspections by the maritime authorities and supervision within European ports must also be tightened up.,"Man muß auch die Kontrollen der Seefahrtbehörden, die Kontrollen in den europäischen Häfen verstärken."
4815,The consumer must remain free to make a fully informed decision.,Der Verbraucher muß in voller Sachkenntnis frei entscheiden können.
4816,"As far as the possibility of having projects containing training initiatives is concerned, I might point out that this is precisely a point which we have now integrated into the new rural development policy, which means, in our view, that it is no longer necessary to do this as part of LEADER.","Was die Möglichkeit von Projekten anbetrifft, die das Training und die Ausbildung zum Inhalt haben, so darf ich darauf hinweisen, daß das genau ein Punkt ist, den wir jetzt in die neue ländliche Entwicklungspolitik integriert haben, so daß es aus unserer Sicht nicht mehr notwendig ist, dies im Rahmen von LEADER zu tun."
4817,"In the light of developments in recent days, it might well be asked what we really are to do about these intergovernmental conferences and treaty amendments when government leaders - in reality the European Council of Ministers - make decisions in relation to an independent Member State entailing intervention in that Member State' s democratic process.","Vor dem Hintergrund der Entwicklung der letzten Tage kann man sich fragen, was mit diesen Regierungskonferenzen und Vertragsänderungen eigentlich bezweckt werden soll, wenn die Regierungsebene - in der Praxis der Europäische Ministerrat - Entscheidungen über einen selbständigen Mitgliedstaat trifft und dadurch in den demokratischen Prozeß dieses Mitgliedstaates eingreift."
4818,I therefore welcome the Commission' s initiative to create a new legal base for combating scrapie.,"Ich begrüße daher die Initiative der Kommission, eine neue Rechtsgrundlage für die Bekämpfung von Scrapie zu schaffen."
4819,"I shall simply stress my own personal complaint because, in the end, we did not manage to adopt a review clause.","Ich betone lediglich mein persönliches Bedauern darüber, daß es am Ende nicht gelungen ist, eine Revisionsklausel anzunehmen."
4820,What other practical measures will it take to put a stop to ethnic cleansing?,"Welche anderen praktischen Maßnahmen gedenkt er zu treffen, um der ethnischen Säuberung ein Ende zu setzen?"
4821,"We agree that it may be granted and we call on the Commission to be extremely vigilant in ensuring, once the decision has been taken, that the amounts are set aside and paid as quickly as possible. We are talking about macrofinancial aid.","Wir sind dafür, diese Summe freizugeben, und wir appellieren an die Kommission, sehr darauf zu achten, daß, nachdem nun die Entscheidung gefallen ist, die Mittel wirklich so schnell wie möglich gebunden und ausgezahlt werden."
4822,"Mr President, I would like to thank Commissioner Patten very much for the awareness he has demonstrated of the difficulties inherent in the peace process and the challenge that the European Union is taking on to bring it to completion.","Herr Präsident! Ich bin Kommissar Patten sehr dankbar, daß er klar erkannt hat, wie schwierig sich der Friedensprozeß gestaltet und welche Herausforderung die Verwirklichung dieses Prozesses für die Europäische Union beinhaltet."
4823,I am absolutely certain that this code will be observed and that Parliament will keep abreast of all the developments and details concerning the implementation of the programmes.,"Ich bin fest davon überzeugt, daß dieser Kodex eingehalten und das Parlament über alle Entwicklungen und Details in bezug auf die Umsetzung der Programme auf dem laufenden gehalten wird."
4824,We have to bring in the most stringent rules and we have to make them work.,"Wir müssen strengste Bestimmungen einführen, und wir müssen sie durchsetzen."
4825,"As regards the participation of the European Parliament in the conference proceedings, I think that Mr Seixas da Costa will agree with me, on the basis of our shared experience, in saying that you would be wrong to disregard the level of the reflection and negotiating group in which your two representatives, Professor Tsatsos and Mr Brok, are going to be working.","In bezug auf die Mitwirkung des Europäischen Parlaments an den Beratungen der Konferenz glaube ich - und Herr Minister Seixas da Costa wird mir zustimmen, denn wir haben die gleichen Erfahrungen gemacht -, daß Sie die Ebene der Reflexions- und Verhandlungsgruppe, in der Ihre beiden Vertreter, Professor Tsatsos und Elmar Brok, mitarbeiten werden, nicht unterschätzen sollten."
4826,"We can achieve the best of both worlds by having a clear text, a text that can be easily read by the citizens, and at the same time a text that can be used as a legal instrument.","Die beste Lösung wäre ein klar formulierter Text, der von den Bürgern leicht zu verstehen ist und sich gleichzeitig als Rechtsakt verwenden läßt."
4827,There are plenty of areas for serious discussion.,"An Themen, über die wir ernsthaft debattieren müssen, mangelt es also nicht."
4828,"Unfortunately, the new guidelines seem to be heading in the same direction and there are no signs that things will change once they have been implemented.","Leider gehen die neuen Leitlinien in dieselbe Richtung, und nichts deutet darauf hin, daß ihre Umsetzung daran etwas ändern wird."
4829,It seems to me that something is missing from this programme.,"Ich glaube also, es fehlt einiges in diesem Programm."
4830,"Mr President, I am taking the floor to express my opinion, drawn from my experience of municipal administration, that the URBAN projects should, or rather must, have a threefold purpose: firstly, to promote the restoration of infrastructure and historic, old and perhaps dilapidated areas of cities.","Ich habe mich zu Wort gemeldet, um ausgehend von meinen Erfahrungen in einer Stadtverwaltung zu sagen, wie zweckmäßig, ja ich wage zu sagen, wie notwendig es bei Projekten des Programms URBAN ist, drei Schwerpunkte im Auge zu haben. Erstens: Förderung der Wiederherstellung von historischen Infrastrukturen und alten, mitunter heruntergekommenen Stadtvierteln."
4831,One factor behind these developments that has been referred to in this debate is competition - competition between Member States on the cost of the production of food.,"Ein Faktor, der für diese Entwicklung mitverantwortlich ist und in dieser Debatte erwähnt wurde, ist der Wettbewerb - der Wettbewerb zwischen den Mitgliedstaaten um die Kosten für die Herstellung von Nahrungsmitteln."
4832,"The fact that it did not establish a genuine procedure, that it did not establish time limits, that it did not regulate access for interested parties to the files, or that the right to defence was not properly recognised, were factors which led to the unanimous demand for reform.","Die Tatsache, daß darin kein wirkliches Verfahren festgelegt wird, keine Fristen aufgestellt werden, der Zugang der Beteiligten zu den Akten nicht geregelt ist oder die Rechte auf Verteidigung nicht angemessen anerkannt werden, war Anlaß für die Einstimmigkeit in der Forderung nach einer Reform."
4833,"I think it essential to have a framework directive on water policy in the European Union, which will be the basic legal instrument for improving the quality and proper management of water resources, and I congratulate the rapporteur on her attempt to address this thorny issue and take due account of all the points of view.","Ich halte die Schaffung einer Rahmenrichtlinie für die Wasserpolitik der Europäischen Union, die das wesentliche Rechtsinstrument für die Verbesserung der Qualität und die richtige Bewirtschaftung der Wasserressourcen darstellen soll, für unabdingbar und beglückwünsche die Berichterstatterin zu ihrem Bemühen, ein so sperriges Thema zu bewältigen und dabei alle Auffassungen einzubeziehen."
4834,"This is why I personally have an idea to supplement Article 7 of the EU Treaty with a new paragraph which would give the democratic warning or monitoring procedure a legal basis. Finally, this is why we have public debate.","Die einzige Möglichkeit, negative Ideen zurückzudrängen, besteht darin, andere zum Ausdruck zu bringen."
4835,The Commission has to take a decision on whether the matter is closed or whether it should refer it to the European Court of Justice.,"Die Kommission muß entscheiden, ob der Fall geschlossen oder an den Europäischen Gerichtshof weitergeleitet wird."
4836,I wish I could give guarantees for many things but unfortunately I am not able to.,"Ich wünschte, ich könnte Garantien für viele Dinge geben, aber leider kann ich das nicht."
4837,The Council' s ability to intervene in this matter is strictly limited.,Der Rat hat auf diesem Gebiet nur beschränkte Interventionsmöglichkeiten.
4838,"What we need, then, are basic administrative regulations for the EU, for its institutions and for the EU in its relations with the Member States.","Wir brauchen also grundsätzliche Verwaltungsvorschriften für die EU, ihre Organe und ihre Beziehungen zu den Mitgliedstaaten."
4839,I have received several proposed amendments relating to the topical and urgent subjects of major importance.,"Zu aktuellen, dringlichen und wichtigen Fragen liegen mir mehrere Änderungswünsche vor."
4840,Kosovo has suffered far too much from delays in payment.,Der Kosovo hat genug unter Zahlungsverzögerungen gelitten.
4841,Previous speakers have already kindly pointed this out.,Das wurde ja bereits auch dankenswerterweise dargestellt.
4842,It is a dictatorship and hence not a democracy.,Es ist eine Diktatur und folglich keine Demokratie.
4843,"Therefore, we can but call on the Commission to continue to show restraint and praise those who are working to safeguard the independence and sovereignty of the Austrian people, thereby ensuring that this people retains its freedoms and maintains good relations with other peoples.","Deshalb können wir die Kommission nur dazu auffordern, weiterhin besänftigend zu wirken und denjenigen Anerkennung zu zollen, die sich für einen Fortbestand der Unabhängigkeit und Souveränität des österreichischen Volkes einsetzen und alles dafür tun, damit dieses Volk frei bleibt und sich weiterhin gegenüber den anderen Völkern solidarisch verhält."
4844,"With this in mind I must emphasise the importance we attach to the cooperation we are already establishing with the French Presidency, with the aim of organising a Jumbo JHA-ECOFIN Council.","In diesem Sinne möchte ich unbedingt hervorheben, für wie wichtig wir die Zusammenarbeit halten, die wir bereits mit der französischen Präsidentschaft entwickeln, um einen ""Jumbo ""Rat der Justiz- und Innenminister gemeinsam mit den Wirtschafts- und Finanzministern zu verwirklichen."
4845,"Madam President, Mr Prodi, we are pleased about the overall intention of the objectives announced which are in line with the challenges which Europe must overcome.","Frau Präsidentin, Herr Kommissionspräsident, wir können die angekündigten ehrgeizigen Ziele, die sich im Einklang mit den vor Europa stehenden Herausforderungen befinden, nur begrüßen."
4846,"You are no doubt aware that approximately 200 000 birds are going to die as a result of this oil slick, which is a major ecological disaster, practically unprecedented in scale.","Sie wissen zweifellos, daß etwa 200 000 Vögel an den Folgen dieser Ölpest zugrunde gehen werden, die eine riesige und praktisch nie dagewesene Umweltkatastrophe ist."
4847,"It is hard to understand why the French and the Europeans allow something which the Americans refuse to accept, and why Europe, normally so quick to pass environmental legislation, has chosen to overlook the matter of maritime safety.","Es ist schwer zu verstehen, warum Franzosen und Europäer zulassen, was die Amerikaner untersagen, und warum Europa, wo man normalerweise so rasch mit Umweltgesetzen zur Stelle ist, die Sicherheit des Seeverkehrs außen vor gelassen hat."
4848,"Mrs Avilés-Perea, that was an exhortation rather than a question.","Frau Abgeordnete, es handelt sich um eine Ermahnung und nicht um eine Anfrage."
4849,The Member States do not always have sufficient means at their disposal to address this deprivation adequately.,Für die wirksame Bekämpfung stehen in den Mitgliedstaaten oftmals nicht genügend Mittel zur Verfügung.
4850,This is even more important given that there is no clear proof that BSE and scrapie are unrelated.,"Dies ist um so wichtiger, als es noch keine eindeutige Aussage darüber gibt, daß kein Zusammenhang zwischen BSE und Scrapie besteht."
4851,"OLAF, Europol and the Treaty on Extradition and Mutual Assistance in Criminal Matters should be used fully and, when the Fraud Convention from 1995 is at long last ratified in the Member States, we can also achieve a lot with this.","OLAF, Europol und das Übereinkommen über die Auslieferung und die gegenseitige Rechtshilfe müssen in vollem Umfang genutzt werden, und wenn das Übereinkommen über Betrugsfälle von 1995 von den Mitgliedstaaten ratifiziert worden ist, wird es uns ebenfalls eine große Hilfe sein."
4852,There is currently a great deal of work under way in terms of reform and this must be the priority for the moment to allow consolidation and strengthening of the EU institutions.,"Es laufen derzeit umfangreiche Arbeiten zur Reformierung, die im Moment Vorrang genießen sollten, um eine Festigung und Stärkung der Organe und Einrichtungen der EU zu ermöglichen."
4853,This is a directive that deals more specifically with raw materials rather than with additives.,Bei dieser Richtlinie geht es mehr um die Rohstoffe als die Zusatzstoffe.
4854,I refer to Eurodac.,Es geht um EURODAC.
4855,"This new phase, or rather policy, identifies the prospect of integrating the region into Europe as the only option for settling its conflicts peacefully.","Er ist selbst ein Faktor dieser neuen Phase bzw. einer Politik, die in der zukünftigen Integration dieser Region in die Europäische Union die einzige Möglichkeit für eine friedliche Lösung ihrer Konflikte sieht."
4856,What guarantees are there of its reliability?,Welche Zuverlässigkeitskriterien gibt es?
4857,This is the kind of good practice we would like to see extended across the EU in terms of communication and publicity.,Solche beispielhaften Vorgehensweisen hinsichtlich Kommunikation und PR-Maßnahmen wollen wir über die ganze EU verbreitet wissen.
4858,Does the presidency intend to do anything about this?,"Beabsichtigt der Vorsitz, in dieser Angelegenheit etwas zu unternehmen?"
4859,So the honourable Member's remarks about the strategic importance of these regions are extremely well made.,Der Abgeordnete verweist also ganz zu Recht auf die strategische Bedeutung dieser Regionen.
4860,"A lot of them have not signed up to or not ratified the Convention on the Protection of Financial Interests, and therefore it was clear that something more radical needed to be done.","Viele von ihnen haben das Übereinkommen zum Schutz der finanziellen Interessen bisher weder unterzeichnet noch ratifiziert, so daß klar war, daß radikaler durchgegriffen werden muß."
4861,"This Parliament therefore advocates the principle that we need to participate in the Commission on Human Rights and other international fora which deal with these issues and, Mr President-in-Office of the Council, this Parliament would like to be able to participate in this type of meeting as soon as possible.","Deshalb setzt sich dieses Parlament für den Grundsatz der Notwendigkeit der Beteiligung an der Menschenrechtskommission und anderen internationalen Foren ein, in denen diese Themen behandelt werden, und, Herr amtierender Präsident des Rates, dieses Parlament möchte an solchen Beratungen so bald wie möglich teilnehmen."
4862,"We must not generate a confusion and conflict of jurisdictions about rights, for that would be the enemy of freedom, justice and security.","Wir dürfen in bezug auf Rechte keine Verwirrung stiften und keinen Konflikt der Gerichtsbarkeiten heraufbeschwören, denn dies würde die Freiheit, das Recht und die Sicherheit behindern."
4863,"So, I say to the Council of Ministers: Keep this programme genuinely under review.","Deshalb sage ich, an den Ministerrat gewandt: Prüfen Sie dieses Programm immer wieder auf Herz und Nieren."
4864,"That formula enabled us to oblige applicants to put on the label the fact that genetic modification techniques have been used in the product, the subject matter of the application.","Damit können wir die Antragsteller verpflichten, auf dem Etikett zu vermerken, daß das betreffende Produkt unter Verwendung von Verfahren zur gentechnischen Veränderung hergestellt wurde, worum es ja in dem Antrag geht."
4865,Care must be taken to ensure that the Council complies with Parliament' s modus operandi.,"Es muß sichergestellt werden, daß der Rat mit dem Vorgehen des Parlaments konform geht."
4866,"We also need to criticise the Commission' s practice of approving multiple aid packages for steel enterprises which in their view, do not fall within the categories of the code, even given the fact that the European Court of Justice approved this unequal treatment where certain individual decisions were concerned.","Zu kritisieren ist auch die Praxis der Kommission, Mehrfachbeihilfen für Stahlunternehmen zu genehmigen, die nach ihrer Ansicht nicht unter die Kategorien des Kodex fallen, auch wenn der Europäische Gerichtshof in einzelnen Entscheidungen diese Ungleichbehandlung gebilligt hat."
4867,"It is based on three strands. strand A organises cross-border cooperation between regional and local authorities in border regions, at both internal and external borders of the European Union, on the basis of joint cross-border development strategies which Member States' local and regional authorities are responsible for implementing. strand B governs transnational cooperation between national, regional and local authorities in various Member States or applicant countries regarding regional development, transport networks and the environment.","Das Programm stützt sich auf drei Ausrichtungen: Ausrichtung A regelt die grenzüberschreitende Zusammenarbeit zwischen Gebietskörperschaften in Grenzregionen an den Binnen- oder Außengrenzen der Europäischen Union auf der Grundlage gemeinsamer Entwicklungsstrategien, für deren Umsetzung die Mitgliedstaaten sowie die lokalen und regionalen Behörden verantwortlich zeichnen. Ausrichtung B sieht eine transnationale Zusammenarbeit zwischen nationalen, regionalen und lokalen Behörden in mehreren Mitgliedstaaten oder Beitrittskandidatenländern in den Bereichen Raumentwicklung, Verkehrsnetze und Umwelt vor."
4868,"We would be doing neither ourselves nor the citizens any favours if we were to christen the product we are proposing to deliver ""EC service provision card"" and not ""EU service provision card"" .","Wir tun uns selber und dem Bürger keinen guten Dienst, wenn wir das Produkt, das wir dann herausgeben, nun EG-Dienstleistungsausweis taufen und nicht EU-Dienstleistungsausweis."
4869,I would like to tell Commissioner Barnier that in me he has an active ally for this idea which strikes me as noble and truly European in spirit.,"Und ich kann Kommissar Barnier versichern, daß er in meiner Person einen aktiven Verbündeten für diese Idee, die aus meiner Sicht großherzig und europäisch ist, finden wird."
4870,Why did he not mention the fact that one of his own Liberal colleagues also has a consultancy that is under investigation by the BBC?,"Warum hat er nicht den Umstand erwähnt, daß einer seiner eigenen Kollegen aus der Fraktion der Liberalen ebenfalls eine Unternehmensberatung betreibt, zu der die BBC Nachforschungen anstellt?"
4871,I think that we need to consider how we can best present this to the general public.,"Ich glaube, dazu müssen wir auch überlegen, wie wir das in der Öffentlichkeit am besten präsentieren können."
4872,"We must reject what is unacceptable, as our constituents demand.",Gemäß unserem Wählerauftrag dürfen wir eine solche Entwicklung nicht hinnehmen.
4873,"This tax could help to check speculation without penalising the activities of the real economy. It could release new resources for investment in people and, at a time when the UNDP estimates the sum needed to eradicate poverty to be USD 40 billion per year, it could allow access for everyone to drinking water and satisfy health needs.","Diese Steuer kann zur Eindämmung der Spekulation beitragen, ohne gleichzeitig die Aktivitäten der realen Wirtschaft zu benachteiligen, und die Bereitstellung neuer Ressourcen für Investitionen im Humansektor zu einem Zeitpunkt ermöglichen, da das UNDP die jährlich benötigte Summe zur Beseitigung der Armut, zur Bereitstellung von Trinkwasser für alle und zur Befriedigung der Bedürfnisse im Gesundheitsbereich auf etwa 40 Milliarden Dollar schätzt."
4874,The Millennium Youth Park project is helping to get young people re-engaged in regenerating their own community and in addition to support for small businesses and social policy we are beginning to see a turnaround of a very deprived urban community.,"Im Rahmen des Projekts ""Millennium Youth Park "" werden junge Leute bei ihrer Wiedereingliederung in die lokale Gemeinschaft unterstützt, und neben der Unterstützung für Kleinunternehmen und Sozialpolitik erleben wir die zunehmende Wandlung eines krisengeschüttelten Stadtviertels."
4875,We shall now hear Mr Wurtz speaking against this request.,"Wir kommen nun zu Herrn Wurtz, der gegen den Antrag spricht."
4876,"Madam President, Mr Jonckheer has stated that this could be one of the measures for stabilising the financial markets.","Herr Jonckheer erklärte, dies sei eine der Maßnahmen, die eine Stabilisierung der Finanzmärkte bewirken könnten."
4877,I would therefore appreciate your support for Amendment No 45.,"Deshalb möchte ich Sie bitten, Abänderungsantrag 45 zu unterstützen."
4878,We must hold fast to joint decision-making institutions which embrace the Member States.,Wir müssen an der Verklammerung der Mitgliedstaaten durch gemeinsame Entscheidungsorgane eisern festhalten.
4879,"Some of you may find it lacks detail, but no political structure sets out detailed five-year programmes.","Manch einer mag das Programm für zu komprimiert halten, doch es gibt kein politisches Gremium, das detaillierte Fünfjahrpläne vorlegen würde."
4880,"The information problem, which Mr Bonde just referred to, is treated like a straw in the wind, with the Commission seeming to restrict information to us, as citizens and as parliamentarians, although we have the right to it under the Treaties.","Mit dem von Herrn Bonde erwähnten Informationsproblem scheint die Kommission nach Belieben zu verfahren. So versucht sie offenbar, uns als Bürgern und Parlamentariern Informationen vorzuenthalten, auf die wir nach den Verträgen ein Recht haben."
4881,"Therefore, in my capacity as president of the Committee on Legal Affairs and the Internal Market, and, of course, as an MEP, I hope that a large majority of this House will support this report and that it will be well implemented by the Commission.","Deshalb hoffe ich in meiner Eigenschaft als Vorsitzende des Ausschusses für Recht und Binnenmarkt und selbstverständlich auch in meiner Eigenschaft als Abgeordnete, daß dieses Parlament morgen mit einer breiten Mehrheit den Bericht unterstützt und daß er durch die Kommission eine gute Umsetzung erfährt."
4882,"Most importantly, we need to restore a European economy in which performance pays and people can work as entrepreneurs.","Vor allen Dingen brauchen wir eine europäische Wirtschaft, in der sich Leistung wieder lohnt, indem Menschen als Unternehmer tätig werden."
4883,We hope to conduct this initiative in cooperation with the Member States and in conjunction with the European Parliament.,"Diese Initiative möchten wir in Zusammenarbeit mit den Mitgliedstaaten, in Verbindung mit dem Europäischen Parlament umsetzen."
4884,"The report, or survey, which Mrs Maij-Weggen has demanded, showing how the various policy areas fit together and what the aforementioned conflicts appear to be, is naturally quite crucial.",Der von Frau Maij-Weggen geforderte Bericht oder die Analyse zum Ineinandergreifen der verschiedenen Bereiche der Politik und ihrer Widersprüche ist natürlich von zentraler Bedeutung.
4885,The Commission' s proposal does not formally deviate from the monopolies ban but the upshot of this proposal is a transition from a ban with permit reservation to a permit with ban reservation.,"Der Vorschlag der Kommission weicht formal vom Kartellverbot nicht ab, aber im Ergebnis ist dieser Vorschlag ein Übergang von einem Verbot mit Erlaubnisvorbehalt zu einer Erlaubnis mit Verbotsvorbehalt."
