,English,Dutch
5385,"Another important aspect is the improvement of the EU' s trade regime for all least-developed countries, 39 of which are actually in the ACP group.","Een ander belangrijk aspect is de verbetering van het handelsregime van de EU voor de minst ontwikkelde landen, waarvan er 39 deel uitmaken van de ACS-groep."
5386,"Therefore, Madam President, I believe that it is our right and our obligation to ask the Austrians to reconsider and reflect, because this type of menace, which we have suffered before in Europe, may not only harm Austria, but it may also spread, and I say this bearing history in mind.","Daarom, mevrouw de Voorzitter, geloof ik dat wij het recht en de plicht hebben de Oostenrijkers te vragen goed na te denken en hun keuze te heroverwegen, want deze pest die ons in Europa al eerder geteisterd heeft zal niet alleen Oostenrijk schaden, maar kan zich ook verder verspreiden, zoals de geschiedenis heeft uitgewezen."
5387,"We already plan to reform the existing disciplinary procedures to ensure thoroughness, fairness, consistency and professionalism.","De bestaande tuchtprocedures zullen wij hervormen op basis van criteria van grondigheid, billijkheid, betrouwbaarheid en professionaliteit."
5388,I urge the Commission not to keep having to be asked and to provide assistance for the victims of the storms.,Ik wil dat de Commissie de slachtoffers van het noodweer onmiddellijk helpt.
5389,"Mr President, may I commence by congratulating the rapporteur, Mr Graefe zu Baringdorf, on his report.","Mijnheer de Voorzitter, ik zou willen beginnen met mijn felicitaties aan het adres van de rapporteur, de heer Graefe zu Baringdorf."
5390,"Mr President, Commissioner, ladies and gentlemen, firstly I would like to extend warm thanks to the rapporteur, Mr Brok, for his report.","Mijnheer de Voorzitter, mijnheer de commissaris, dames en heren, ik dank de heer Brok hartelijk voor zijn verslag."
5391,"Finally, we have to put our trust in, and support, the institutions which are closest to the citizens, that is, the local councils and bodies.","Ten vierde dient men in zee te gaan met de instellingen die het dichtst bij de burger staan, in dit geval de gemeentelijke en lokale instanties."
5392,"Competition restrictions are to be automatically exempted against the background of this planned system of legal exemption, insofar as the provisions of Article 81(3) of the Treaty on European Union allow.","In het geplande systeem van wettelijke uitzonderingen zijn beperkingen van de mededinging zonder meer toegestaan als aan de voorwaarden van artikel 81, lid 3 van het EG-Verdrag is voldaan."
5393,"There is no complacency, no fragility and no ambiguity about any of that at all.","Van inschikkelijkheid, zwakheid of dubbelzinnigheid is dus volstrekt geen sprake."
5394,"As you yourself said, Commissioner, these disasters or storms do not always have natural causes, and we think that these are the first signs of climate change.","U heeft het zelf gezegd, mijnheer de commissaris, dit soort rampen en dit soort stormen heeft niet altijd een natuurlijke oorzaak, en wij geloven dat dit de eerste tekenen zijn van een verandering in het klimaat."
5395,But of course the new Convention must be measured not by the fact that it exists but by the extent to which it can contribute to the EU commitment to poverty eradication and the achievement of the international development targets.,Maar het bestaan van de nieuwe overeenkomst zegt natuurlijk nog niets over de waarde ervan. Die moet worden getoetst aan de mate waarin zij kan bijdragen aan de inspanningsverplichtingen van de EU op het gebied van de armoedebestrijding en de verwezenlijking van de internationale ontwikkelingsdoelstellingen.
5396,"European democracy and Austrian democracy should not receive any lessons from anybody and certainly not from a Belgian Government that embraces corrupt parties financed by arms dealers and that appointed the leader of such a corrupt party, which was condemned by the court, to the post of European Commissioner.",De Europese democratie en de Oostenrijkse democratie heeft van niemand lessen te ontvangen en in het bijzonder niet van een Belgische regering waartoe door wapenhandelaren gefinancierde corruptiepartijen behoren. Een Belgische regering die de voorzitter van een dergelijke door het gerecht veroordeelde corruptiepartij tot Europees commissaris heeft benoemd.
5397,First of all we have to find and call to account those who are guilty of the act.,Allereerst moeten echter de schuldigen worden gevonden en ter verantwoording worden geroepen.
5398,"The fact that we have a European car industry which has already made great strides more than properly compensates for the fact that there are, in fact, a good many cars on European roads for which they must take responsibility.","De grote voorsprong die de Europese auto-industrie heeft, compenseert ruimschoots het feit dat ze voor meer auto's in Europa verantwoordelijk is."
5399,"I could not conclude without mentioning Mr Van Hecke' s speech in particular, in which he referred to the human rights situation in Africa and to the role and priorities of the Portuguese Presidency, and questioned the sincerity of the priority we are giving to relations with the European Union.",Ik kan natuurlijk niet eindigen zonder kort commentaar te geven op een concrete opmerking van de heer Van Hecke. Hij verwees naar de mensenrechten in Afrika en de rol en de prioriteiten van het Portugese voorzitterschap terzake.
5400,"When it comes to the demands made on the Intergovernmental Conference agenda, it is the call for there to be clear delimitation of competences that should take centre stage.","Wat de aan de intergouvernementele conferentie gestelde eisen betreft, moet het accent op de duidelijke afbakening van de bevoegdheden liggen."
5401,The next item is Question Time (B5-0003/2000). We will examine questions to the Commission.,Aan de orde is het vragenuur voor vragen aan de Commissie (B5-0003/2000).
5402,"Unfortunately, it does not give the impression of being a real political strategy on the part of the Commission.",Het komt helaas minder over als een daadwerkelijke politieke strategie van de Commissie.
5403,The Portuguese Presidency shares many of this Parliament' s aspirations and has committed itself to doing everything it can to ensure that the agenda of the Intergovernmental Conference is widened to include other essential issues.,"Het Portugees voorzitterschap heeft veel doelstellingen met het Parlement gemeen, en heeft toegezegd zijn uiterste best te zullen doen om meer kwesties op de agenda van de intergouvernementele conferentie te krijgen dan het strikte minimum."
5404,"A number of these amendments have come back from the Committee reading, and these I shall reject.","Een aantal amendementen is naar de commissie terugverwezen, maar ik zal die verwerpen."
5405,"It is good for us that we have the power to do this, in spite of the fact that we are not completely satisfied.","Het is goed dat we de moed hebben dit te doen, ook als we niet helemaal tevreden zijn."
5406,All of these matters will be addressed in that legislation.,Al deze vraagstukken zullen worden ondergebracht in de wetgeving die dan ter tafel ligt.
5407,The Commission agrees with the rapporteur that combating poverty continues to be the central objective for development policy and will always play a key role.,De Commissie is het met de rapporteur eens dat de armoedebestrijding nog steeds een centraal aspect van het ontwikkelingsbeleid is en deze hoofdrol zal blijven spelen.
5408,"The problem, however, should not be sought within this Parliament or the Commission; it is the Council that needs to make a decision on the EDF budget. This sermon, therefore, really belongs in the Council.","Het probleem zit echter niet hier, bij dit Parlement, en ook niet bij de Commissie; de Raad moet de stap zetten om het EOF te budgetteren, dus moet die preek eigenlijk in de Raad worden gehouden."
5409,Parliament has not yet indicated why permission was withdrawn.,Het Parlement heeft nog niet aangegeven waarom de toestemming werd ingetrokken.
5410,"I condemn Jörg Haider' s racist and xenophobic policy. However, I cannot accept that an EU body should intervene politically in the internal policy of one Member State.","Ik veroordeel de racistische en xenofobe lijn van Jörg Haider, maar ik kan niet accepteren dat een orgaan van de Europese Unie een politieke interventie in de binnenlandse politiek van een lidstaat uitvoert."
5411,"In this way, a decision-making system can be created that is more effective, clearer, more open and more democratic.","Op deze manier kan een doeltreffender, duidelijker, opener en democratischer besluitvormingssysteem worden gecreëerd."
5412,"The new government would like to tackle this matter and the agreement could be an agenda for reforms, including a direct role and equality for the Albanian minority.","De nieuwe regering wil daarop aangesproken worden en het akkoord kan een agenda voor hervormingen zijn, met inbegrip van een directe rol en een gelijke positie voor de Albanese minderheid."
5413,"If we are to get a common transport market genuinely up and running, it is important that we should not only have regulations but that these regulations should also, as far as possible, apply to every country.","Willen wij een gemeenschappelijke vervoersmarkt goed laten functioneren, dan is het niet alleen van belang dat wij over regels beschikken, maar ook dat het zoveel mogelijk om gemeenschappelijke regels gaat."
5414,I endorse this view.,Ik schaar mij achter die opvatting.
5415,That also includes bullets and weapons and so on and it is an early warning system.,"Het gaat hierbij om een vroegtijdig waarschuwingssysteem, om het vroegtijdig opsporen van problemen."
5416,"What are the Council's views on the substance of the Charter? What type of rights will the Charter set out (economic, social and cultural)?",Wat is zijn standpunt over de inhoud van het Handvest?
5417,The same applies to European air traffic control.,Hetzelfde geldt voor een Europese luchtverkeersleiding.
5418,"Mr President, I voted for this initiative to amend the copyright legislation because I believe it is one of the most important sectors within the remit of the European Parliament.","Mijnheer de Voorzitter, ik heb voor dit voorstel tot herziening van de wetgeving inzake het auteursrecht gestemd, omdat dit naar mijn mening een van de belangrijkste terreinen is waarop het Europees Parlement actief kan zijn."
5419,"We cannot give equal treatment to countries which suffer from floods and droughts, such as the Mediterranean countries, and countries with northern levels of rainfall.","Landen die met overstromingen en droogte te kampen hebben, zoals de Middellandse-Zeelanden, kunnen niet over een kam worden geschoren met landen die een noordelijk klimaat en de daarbij behorende regenval hebben."
5420,Do we seriously want to respond to the hopes of our peoples?,Willen we echt tegemoet komen aan de wensen van onze bevolking?
5421,"The money from this pool, system, or however you want to picture it, would mean that from 2006 all vehicles in circulation could be taken in without cost to the last holder.","Van het geld in zo'n pool, zo'n systeem, of hoe u dat verder ook in het vat wilt gieten, kunnen dan vanaf 2006 alle voertuigen in het bestand gratis worden teruggenomen van de laatste eigenaar."
5422,The joint debate is closed.,De gecombineerde behandeling is gesloten.
5423,"Thank you, Mr Bowe, for your question.","Dank voor uw vraag, mijnheer Bowe."
5424,VOTE,Stemming
5425,This can be prevented if a European social model is drawn up and if results are achieved in all these concrete areas.,Dit kan worden voorkomen middels dat Europese sociale model en als op al die concrete terreinen resultaten worden bereikt.
5426,"I believe that in this context, and in the context of the dialogue that the Council and Parliament will have to establish on the future of Europol and Eurojust, it will be possible for us to find an acceptable institutional solution to the relationship between the Council and Parliament with regard to Europol.","Mijns inziens is het mogelijk om in dit kader en in het kader van de dialoog die de Raad en het Parlement hoe dan ook over de ontwikkeling van Europol en Eurojust moeten onderhouden, een institutioneel aanvaardbare oplossing te vinden voor de relaties tussen de Raad en het Parlement met betrekking tot Europol."
5427,"Thank you very much, Mr Radwan.","Mijnheer Radwan, ik dank u."
5428,"This is a Europe of regions in which the regions, which are weaker than the nation states, will easily submit to Brussels.","Dit is dan dat Europa van de regio's, regio's die minder stevig in hun schoenen staan dan de nationale staten en zich dan ook makkelijk aan Brussel zullen onderwerpen."
5429,"Nevertheless, we are aware that this situation is far from a satisfactory solution and that there are widespread repercussions in other areas of health care, apart from child health.","Wij beseffen echter maar al te goed dat de huidige situatie sterk te wensen overlaat en dat de dynamiek en de omvang van de bestaande problemen een weerslag hebben op andere gebieden van de gezondheidssector, niet enkel op de gezondheid van het kind. Het gaat in wezen om een politieke kwestie, niet om een louter technische kwestie."
5430,The means of doing that are set out in the reform strategy and the Commission will present its proposals for a radical recasting of the Financial Regulation in April.,De wijze waarop dit dient te geschieden wordt geschetst in de strategie voor hervorming. De voorstellen voor een radicale omwerking van het Financieel Reglement zullen door de Commissie in april worden gepresenteerd.
5431,I interpret it as saying that you agree that what is needed is an action plan to enable more women to take part in specific environmental fields.,Ik interpreteer dat antwoord feitelijk als een teken dat er een actieprogramma nodig is - een actieprogramma om meer vrouwen te betrekken bij specifieke milieuzaken.
5432,"We therefore need to be strict in the enlargement process and respect those agreements which - should it be necessary - need to be redrafted with regard to certain fundamental issues such as the environmental disaster that has occurred in Romania, reaching as far as Belgrade, but above all, the continuing spread of apathy as regards major security issues.","De afspraken moeten worden nagekomen en eventueel zelfs - bij een aantal fundamentele vraagstukken, zo de omstandigheden dit vereisen - worden herzien. Ik denk daarbij met name aan de milieuramp in Roemenië, waarvan de gevolgen tot Belgrado reiken, maar vooral ook aan de zich steeds sterker uitbreidende onverschilligheid ten aanzien van de grote veiligheidsproblemen."
5433,"That is why again, in my report, I have asked that action under the URBAN Programme should not merely provide a single solution to a single problem: these areas do not have single, ""mono"" problems.",Daarom dring ik er in mijn verslag nogmaals op aan ervoor te zorgen dat URBAN-activiteiten niet gericht zijn op het vinden van één enkele oplossing voor één enkel probleem: dit soort gebieden kent namelijk geen eenduidige 'mono' -problemen.
5434,"So, whether this is to be a government programme or a potential programme, the breakdown of the document you distributed to us and of the accompanying speech is not much more than a list of good intentions, or rather a list of issues on the table.","Met dat programma houden wij ons vandaag bezig. Of u dit nu een regeringsprogramma of een indicatief programma noemt, bij het lezen van het door u rondgedeelde document en bij het luisteren naar uw uiteenzetting van vanmorgen kunnen wij niet aan de indruk ontkomen dat dit hoogstens een lijst is met goede voornemens of, beter gezegd, een lijst met hangende problemen."
5435,"That is why it is important to negotiate and ratify the agreement promptly, rapidly to upgrade the EU representation to official delegation status, for our Commissioner to visit Macedonia very soon, as I hear he will, and for us to open up a definite prospect of EU membership for this country, as the Swoboda report does.","Het is daarom belangrijk dat de onderhandelingen en de ratificering van de overeenkomst snel verlopen, dat er snel een officiële vertegenwoordiging van de EU wordt geopend. Het is ook belangrijk dat onze commissaris er, naar ik heb gehoord, binnenkort naartoe gaat en dat wij dit land ondubbelzinnig uitzicht bieden op Europa, zoals dat in het verslag-Swoboda wordt gedaan."
5436,"In this respect, the chapter of the White Paper on food safety which deals with feedingstuffs must serve as a working basis for going beyond mere commercial questions.","We mogen ons daarbij niet beperken tot de commerciële kant van de zaak, en het Witboek over de voedselveiligheid, meer bepaald het hoofdstuk over diervoeding, moet daarbij ons uitgangspunt zijn."
5437,"For the time being, please let me apply the Regulation which has not yet been applied as it was only approved in Berlin.","Maar voor het moment zou ik toch graag willen dat u mij de verordening liet toepassen. Zij wordt zelfs nog niet eens toegepast, want ze dateert pas van Berlijn."
5438,"Quite the opposite, in an enlarged Europe, Mr President, the standardisation imposed by the improper use of majority decisions can lead only to the whole thing exploding.","In het Europa van na de uitbreiding, mijnheer de Voorzitter, zal de gedwongen standaardisering als gevolg van misplaatste meerderheidsbeslissingen onherroepelijk leiden tot het uiteenvallen van de Unie."
5439,"In this economy, the connection between different policy areas is that much more marked.",In deze economie wordt het verband tussen de verschillende beleidsterreinen steeds nauwer.
5440,"First, while some people question whether tabling a Geneva resolution makes any difference, several of the most distinguished Chinese advocates of democracy strongly believe that it is a valuable move, not least because of the message it sends to people in China itself.","In de eerste plaats vraagt een aantal mensen zich af of het wel zin heeft in Genève een resolutie op de agenda te zetten. Enkele van de meest vooraanstaande Chinese voorvechters van democratie benadrukken echter het belang van zo'n resolutie, niet in de laatste plaats vanwege het signaal dat daardoor naar de bevolking in China wordt gezonden."
5441,"The first supporter of this reform should be Parliament itself, if it really wants to increase its role of interpreting the will of the Europeans and acquire the centrality which is part of a genuinely democratic and firmly integrated Union.","De grootste voorvechter van deze hervorming moet juist het Parlement zijn, als het tenminste zijn rol als spreekbuis van de Europese burgers wil versterken en de centrale functie wil vervullen die voor hem is weggelegd in een echt democratische en sterk geïntegreerde Unie."
5442,The Cunha report on multiannual guidance programmes comes before Parliament on Thursday and contains a proposal in paragraph 6 that a form of quota penalties should be introduced for countries which fail to meet their fleet reduction targets annually.,"Het verslag Cunha, over het resultaat van de meerjarige oriëntatieprogramma's voor de vissersvloot, wordt donderdag in het Parlement besproken. In artikel 6 van dit verslag wordt voorgesteld een soort strafkorting op vangstquota toe te passen voor lidstaten die zich niet houden aan de jaarlijkse doelstellingen voor vlootinkrimping."
5443,There is much to be praised in the approach to the problem suggested by the rapporteur.,De oplossing die de rapporteur voorstelt voor het probleem heeft veel positieve kanten.
5444,"In recent years, the transportation of dangerous goods nationally and internationally has increased considerably, increasing the risk of accidents.","De laatste jaren is het binnenlandse en internationale vervoer van gevaarlijke goederen aanzienlijk toegenomen, en daarmee groeit ook het risico op ongevallen."
5445,There are just a few points I should like to make on that issue.,Ook hier wil ik enkele opmerkingen over maken.
5446,"That is why, when we look at the EU Financial Perspective between 1989 and 1993, and 1994 and 1999, we find such a large proportion of the EU budget was put aside for the administration of the European Regional Development Fund and the European Social Fund.",Daarom was er in de financiële vooruitzichten van de EU voor de periode 1989-1993 en 1994-1999 zo'n groot gedeelte van de EU-begroting gereserveerd voor de uitvoering van het Europees Fonds voor Regionale Ontwikkeling en het Europees Sociaal Fonds.
5447,It is the manufacturer who has to provide the infrastructure and provide a reasonable part of the cost of disposal.,De constructeur is degene die voor de infrastructuur moet zorgen en die een redelijk deel van de kosten voor de verwerking moet dragen.
5448,"As far as I am concerned, at least, the principle of 'polluter pays' must be applied.",Persoonlijk vind ik in elk geval dat wij het principe moeten toepassen dat de vervuiler betaalt.
5449,"Mr Corbett, I have not received any notification.","Mijnheer Corbett, ik heb niets van dien aard vernomen."
5450,Yet preaching the benefits of free trade to the developing countries is not enough. We also have to practise what we preach in our own accessibility for imports from these countries.,Met alleen maar het prediken van de voordelen van vrije handel zijn de ontwikkelingslanden echter niet gebaat.
5451,"Since the author is not present, Question No 7 lapses.","Daar de vraagsteller afwezig is, vervalt vraag nr. 7."
5452,"Subject: Construction of nuclear plant in earthquake-prone Turkey The two recent earthquakes in Turkey registering more than 7 on the Richter scale raise tremendous doubts about Turkey's persistence with the construction of costly nuclear reactors at Akkuyu, while energy reserves produced by the Atatürk dams are exported to third countries and the EU spends a slice of its budget on repairing the damage wrought by the earthquakes.","Betreft: Bouw van een kerncentrale in het aardbevingsgebied in Turkije De twee recente aardbevingen met een kracht van meer dan zeven op de schaal van richter doen grote twijfel rijzen ten aanzien van de Turkse vastberadenheid om een dure kerncentrale te bouwen in Akuyu, terwijl de energiereserves van de dam van Ataturk worden geëxporteerd naar derde landen en de EU, die zelf op haar begroting bezuinigt, steun betaalt aan de slachtoffers van de aardbevingen."
5453,"By staunchly and speedily denouncing the participation of Jörg Haider' s xenophobic and anti-European party in the Austrian government, a situation without precedent since the second world war, the European Union has come into its political birthright and has confirmed that it is not merely an economic and financial Community, a large market, a ""Europe of shopkeepers"" .","Door de deelneming van de xenofobe en anti-Europese partij van Jörg Haider aan de Oostenrijkse regering snel en krachtig te veroordelen - sedert de Tweede Wereldoorlog is zoiets niet meer gebeurd - heeft de Europese Unie haar politieke geboorteakte ondertekend en bewezen dat ze niet uitsluitend een economische en financiële Gemeenschap, een grote markt en een Europa van kooplieden is."
5454,I think that the answer is brief and clear. Of course it is as you say.,Ik kan hier kort en duidelijk op antwoorden: zo zit de vork inderdaad in de steel.
5455,"On behalf of the House, I would like to welcome you to the European Parliament.",Namens het Parlement heet ik haar van harte welkom.
5456,There are approximately thirteen million third-country subjects who reside within European territory.,Er zijn ongeveer dertien miljoen onderdanen uit derde landen die verblijven op het Europese grondgebied.
5457,"Mr President, I am no friend of Milosevic or his government.","Mijnheer de Voorzitter, ik ben geen vriend van Milosevic of van zijn regering, maar ik heb wel grote twijfels over de legitimiteit van de acties van de NAVO tegen Joegoslavië in verband met Kosovo."
5458,"For example, discussion is taking place about many of the matters raised in Parliament' s resolution and it is too early to predict the outcome in all cases.","Zo is er op dit moment nog steeds een discussie gaande over een aantal zaken die in de resolutie van het Parlement aan de orde komen, en het is nog te vroeg om de uitkomst in alle gevallen te voorspellen."
5459,You will notice in the White Paper that we have not been specific about the makeup of that board.,U zult merken dat we in het Witboek geen specifieke aanwijzingen hebben gegeven over de samenstelling van die raad van bestuur.
5460,"Car manufacturers will have to provide information on the rate of re-use, recycling and recovery of used cars which will be achieved in the coming years.","Autoconstructeurs zullen de komende jaren cijfers moeten verstrekken over hergebruik, recycling en recovery van gebruikte wagens."
5461,"Madam President, when the Commission said yesterday morning that it notes the views expressed as a joint statement by fourteen Member States and shares the concern that gave rise to that view, I think it can be taken for granted that since yesterday morning, as soon as the Commission could discuss the issue, it has had a view consistent with that of fourteen of the Member States.","Mevrouw de Voorzitter, de Commissie heeft gisterochtend verklaard dat ze kennis had genomen van de standpunten in de gezamenlijke verklaring van veertien lidstaten en dat ze deelde in de bezorgdheid waardoor die verklaring was ingegeven. Het is dus duidelijk dat de Commissie sedert gisterochtend, zodra ze de kwestie kon bespreken, een standpunt heeft ingenomen dat met dat van veertien van de lidstaten strookt."
5462,"I think that, with this report, we are, once again, one step closer to the realisation of the internal market.",Ik denk dat wij met dit verslag opnieuw een stap hebben gezet in de verwezenlijking van de interne markt.
5463,"Commissioner, Mr President, Lothar was a quite ordinary name hitherto.","Mijnheer de Voorzitter, mijnheer de commissaris, dames en heren, Lothar was tot nu toe een heel gewone naam."
5464,The question is: who prosecutes?,De vraag is alleen wie de vervolging moet instellen.
5465,"In my opinion, the most important amendments concern the following:",Mijns inziens hebben de belangrijkste veranderingen betrekking op:
5466,"Whether we want it or not, since Parliament itself is going to extinguish the only spotlight capable of shedding a little light on the debates, the venue for decisions is now going to move to the 15 Member States of the Union.","Of we het nu willen of niet, het Parlement heeft zijn enige grip op de debatten door eigen toedoen verloren, en de besluitvorming zal nu weer in handen van de 15 lidstaten komen."
5467,Sweden has now had sufficient time - since its accession to the Union - to adapt its policies to a situation where such import restrictions do not exist.,Zweden heeft nu voldoende tijd gehad sedert zijn toetreding tot de Unie om zijn politiek aan te passen aan een toestand zonder dergelijke invoerbeperkingen.
5468,We need new rules to regulate globalisation and we need investment in the real economy and in people.,"We moeten nieuwe spelregels voor de mondialisering uitwerken, investeringen in de reële economie doen, investeringen in de mens."
5469,We are also envisaging the establishment of a European food authority by 2002 as an essential complement to the new food safety regime.,We hebben ook plannen om uiterlijk in 2002 een Europees bureau op te richten voor toezicht op de voedselvoorziening. Dit bureau vormt een essentieel onderdeel van de nieuwe regeling voor de bewaking van de voedselveiligheid.
5470,"Why cannot we just be satisfied with the common position currently tabled? If we are, then all that remains for us to do is to congratulate the Council on the result achieved.","Laten wij tevreden zijn met het gemeenschappelijk standpunt dat er nu ligt, dan hoeven wij de Raad alleen nog maar te complimenteren en te feliciteren met het bereikte resultaat."
5471,He recognised that the combined impact of the single market and the single currency that characterise the process of the European Union's construction is intimately linked to a huge amount of new regulations.,"Hij gaf ook toe dat het gezamenlijk effect van de interne markt en de gemeenschappelijke munteenheid die zo kenmerkend zijn voor het opbouwproces van de Europese Unie, grotendeels gebaseerd is op een enorme hoeveelheid nieuwe regelgeving."
5472,The line followed by our group for the negotiations with the Council of Ministers will allow an acceptable solution to be found for farmers too.,Landbouw kan alleen maar bedreven worden als er voldoende schoon water voorhanden is. Met de gedragslijn van onze fractie zullen we in de onderhandelingen met de Raad ook een voor de landbouw gunstige oplossing kunnen vinden.
5473,The overriding features of today' s economy are massive mergers and acquisitions involving huge companies with a market monopoly and the emergence of frighteningly powerful multinational groups.,"De hedendaagse situatie wordt gekenmerkt door gigantische fusies, groeperingen en overnames van reusachtige monopolistische bedrijven. Daardoor ontstaan enorm machtige, wereldomspannende concerns."
5474,"Madam President, the Commission communication is well written but sufficiently vague to allow any interpretation whatsoever.","Mevrouw de Voorzitter, de mededeling van de Commissie is goed geschreven, maar voldoende vaag om de meest uiteenlopende interpretaties toe te laten."
5475,I am somewhat surprised that paragraph 10 of the draft resolution does not appear to address the fundamental criticisms of the current centralised financial control function made in both reports of the Committee of Independent Experts.,Ik ben enigszins verbaasd dat paragraaf 10 van de ontwerpresolutie niet lijkt in te gaan op de zware kritiek die in beide verslagen van het Comité van onafhankelijke deskundigen wordt geuit ten aanzien van het huidige gecentraliseerde systeem van financiële controle.
5476,It is not just that we should pillory state aid; rather our approach must be one of drawing distinctions and we must assess the different types of state aid in accordance with the extent to which they help to achieve the above-mentioned objectives.,Subsidies zijn niet altijd het zwarte schaap. Wij moeten ze op genuanceerde wijze toetsen aan hun bijdrage tot voornoemde doelstellingen.
5477,Mrs Lynne asks whether the authority will have sufficient teeth.,Mevrouw Lynne wil weten of het bureau wel hard genoeg met de vuist op tafel kan slaan.
5478,"There, it is mainstreaming which applies.",Wij geven de voorkeur aan mainstreaming.
5479,There is no doubt that Mr Böge and the rapporteur for the Committee on the Environment are now tremendous experts in this field.,Het lijdt geen twijfel dat de heer Böge en de rapporteur van de milieucommissie op dit gebied inmiddels een grote deskundigheid hebben verworven.
5480,"I enthusiastically support the report's proposal to publish a ""scoreboard"" showing the amount of state aid per Member State.",Ik sta vol enthousiasme achter het voorstel uit het verslag om een scorebord openbaar te maken met de omvang van de overheidssteun in elke lidstaat.
5481,co-president of the ACP-EU Joint Assembly.,"Mijnheer de Voorzitter, ik dank de Raad en de Commissie voor hun verklaringen van vanochtend."
5482,"I admit that, at present, the matter seems to be somewhat confused.",Ik moet u bekennen dat ik de situatie nu enigszins verwarrend vind.
5483,"That question calls for reflection, for debate and, if necessary, for action.","Het vraagstuk vereist bezinning, discussie en, waar nodig, maatregelen."
5484,"It is crucial for us that it should be possible for this Intergovernmental Conference to be concluded before the end of the year 2000 so that there are no remaining formalities, such as the weighting of votes in the Council of Ministers and the composition of the Commission and the European Parliament, which place obstacles in the way of the enlargement of the EU.","Voor ons is het belangrijk dat deze intergouvernementele conferentie voor het eind van 2000 afgerond wordt, zodat formele problemen zoals de stemmenweging in de Raad, de samenstelling van de Commissie en het Europees Parlement geen hinderpaal vormen voor de uitbreiding van de EU."
5485,The law must be correctly applied in matters of competition.,Het mededingingsrecht moet correct worden toegepast.
5486,There are also plans for a requirement to strengthen the actual structure of oil tankers visiting Community ports.,Wij zijn tevens voornemens de regelgeving betreffende de structuur van olietankers die communautaire havens aandoen te verscherpen.
5487,We simply must realise that the directive on the table is a sound directive.,Wij moeten nuchter onder ogen zien dat de richtlijn die vandaag op tafel ligt een goede richtlijn is.
5488,"Another clear drawback in this area is the fact that the European Union itself is not a signatory to the Convention for the Protection of Human Rights and Fundamental Freedoms, with all the additional disadvantages that this situation entails.","Het is ook een duidelijk probleem dat de Europese Unie als zodanig de ECRM niet heeft ondertekend, met alle gevolgen van dien."
5489,Clearly this is not a general exemption and the different approach which allow Member States to introduce special provisions are only justified in the case of this special professional qualification.,Dit zijn dus geen uitzonderingen van algemene aard. Er kan ongelijke behandeling zijn en de lidstaten kunnen specifieke bepalingen toepassen als er sprake is van specifieke beroepsopleidingen.
5490,. I wish to put on the official record my concerns with the Lienemann report and also the reasons for my vote.,- (EN) Ik wil graag dat er officieel nota word genomen van mijn twijfels over het verslag-Lienemann en van mijn stemverklaring.
5491,"Quite the contrary - it will have to be the subject of a concerted effort in terms of discussion and legislative and institutional preparation, be it on the part of the Commission or of the Council, or even on the part of the European Parliament itself, and some Members have in fact already suggested that a monitoring centre or a working party could be established to monitor the impact of various policies in the specific area of development.","Zij berust daarentegen op gezamenlijk overleg en gecoördineerde voorbereidende werkzaamheden op legislatief en institutioneel gebied, zij het op het niveau van de Commissie of de Raad of op het niveau van het Europees Parlement zelf. Bovendien hebben enkele afgevaardigden een aantal suggesties gedaan, onder meer met betrekking tot de oprichting van een waarnemingspost en de instelling van een werkgroep die de tenuitvoerlegging van de specifieke beleidslijnen inzake ontwikkeling moet begeleiden."
5492,"Surely it is now about time that not only the Member States but that toothless tiger that is known as the International Maritime Organisation, and last but not least, the oil companies and tanker owners take on their responsibilities by acting to stop these ecological and human tragedies repeating themselves year after year.","Het wordt zo langzamerhand tijd dat niet alleen de lidstaten hun verantwoordelijkheid op zich nemen, maar ook die papieren tijger die bekend staat als de Internationale Maritieme Organisatie en, last but not least, de oliemaatschappijen en de eigenaren van olietankers. Er moet een eind komen aan deze bijna jaarlijks terugkomende tragedies voor mens en milieu."
5493,We have to state again that there is still no confirmation that depleted uranium was used in the conflict and no depleted uranium has been detected in the clean-up of Kosovo.,Ik herhaal dat er nog altijd geen bevestiging is dat er verarmd uranium in het conflict is gebruikt. Bij de opruimingswerkzaamheden in Kosovo is ook geen verarmd uranium aangetroffen.
5494,"Taking these aspects into account, I consider it appropriate that we create a framework of this kind, as proposed, and I also consider it necessary to the further development of OLAF.",Om al die redenen vind ik de totstandbrenging van het gevraagde kader een wenselijke en verantwoorde volgende stap in de ontwikkeling van OLAF.
5495,The entire taxation system must be given an environmental perspective in the medium term.,Het hele belastingstelsel moet op middellange termijn op het milieu worden afgestemd.
5496,"In my judgement, this constitutes a guarantee to both sides, both from a political and a financial point of view, of the commitment they can expect from the European Union in terms of its contribution to the cost of the peace which we all long for.","Het engagement van de Europese Unie om bij te dragen aan de financiering van het vredesproces is in mijn ogen een belangrijke garantie voor beide partijen, zowel in politiek als financieel opzicht. We willen allemaal vrede in het Midden-Oosten, maar dit betekent ook dat de partijen moeten kunnen rekenen op onze financiële steun."
5497,"If we do not change it and we follow the Legal Affairs Committee, we shall be opening the floodgates to manipulation.","Als wij deze stap namelijk niet zouden zetten, en in plaats daarvan onze Commissie juridische zaken en interne markt zouden volgen, zouden wij de deur wagenwijd openzetten voor manipulatie."
